wins
161
162
160
162
162
163
160
163
163
162
160
163
162
161
162
162
162
162
162
163
161
163
162
163
162
162
107
105
108
106
106
108
103
109
110
103
110
110
109
110
105
107
109
107
103
110
111
110
103
105
106
108
162
163
162
162
162
162
162
162
162
162
162
162
163
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
163
162
163
162
162
162
162
162
163
162
163
162
162
162
163
162
163
162
162
162
161
162
162
163
162
162
162
162
162
161
162
162
162
162
162
162
162
162
162
162
161
163
161
162
161
163
162
163
162
162
161
162
162
162
162
161
162
162
161
162
162
161
162
162
162
162
161
161
161
161
162
161
160
162
162
163
162
162
162
162
162
161
162
162
162
162
161
162
162
162
162
161
162
163
161
161
162
162
161
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
160
161
162
163
161
161
162
162
162
161
162
162
162
162
160
161
162
162
160
161
162
161
162
161
162
163
161
162
162
162
161
162
162
162
162
162
162
160
162
162
162
161
162
163
164
162
162
162
164
162
162
162
162
161
162
162
162
162
162
162
162
161
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
160
162
162
162
162
162
162
162
162
162
162
161
162
162
162
162
162
162
162
162
162
162
161
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
163
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
163
114
112
115
113
113
115
113
117
115
115
115
115
114
115
115
113
113
113
114
115
114
117
115
112
115
114
115
114
144
144
144
144
145
144
144
144
144
144
144
145
144
143
144
144
144
145
144
144
144
144
144
145
143
144
144
144
162
163
162
162
162
162
161
162
162
162
161
161
162
162
162
162
162
162
162
162
162
162
162
161
162
163
162
162
162
162
162
162
161
162
161
162
162
162
161
162
162
162
161
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
163
163
162
162
162
162
162
161
162
162
162
162
162
162
162
162
162
163
162
163
161
163
162
162
163
162
162
162
162
162
162
162
163
162
162
161
162
161
162
162
162
161
161
163
162
162
162
161
162
162
162
161
162
162
162
162
162
162
162
162
162
162
163
162
162
162
162
162
162
162
161
163
162
162
161
161
162
162
162
162
162
162
161
162
162
162
162
162
162
161
162
162
162
162
162
162
162
162
162
162
162
162
162
162
161
162
162
162
162
162
162
162
162
162
162
162
162
161
162
162
162
162
162
162
162
161
162
162
162
162
162
162
161
161
161
162
161
161
162
162
162
162
161
162
162
162
162
162
163
162
162
162
162
162
162
162
162
162
162
162
162
162
162
161
163
162
162
162
162
161
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
161
162
162
162
162
162
161
162
162
162
162
161
162
161
162
162
162
162
162
162
162
163
162
162
162
163
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
161
162
161
162
162
162
162
162
162
162
162
162
162
162
162
163
162
162
162
162
162
162
162
162
162
162
162
162
162
163
162
162
162
162
162
162
162
162
162
161
162
161
163
162
162
162
162
161
162
162
162
161
162
163
162
162
161
162
162
162
162
162
162
162
162
162
161
162
162
162
162
161
162
162
162
162
163
162
162
162
162
162
162
163
162
162
162
162
161
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
161
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
161
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
163
163
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
161
162
161
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
161
162
162
162
162
162
161
162
161
162
162
162
162
161
162
162
162
162
162
162
162
162
162
162
162
162
162
162
162
